"locationid","latitude","longitude","CSUMPRE","CSUMPET","CPOVRPR","CSUMGDD1","CAvgMinT","CAvgMaxT","LTNSUMP","LTNSPET","LTNASPO","LTAvgMnT","LTAvgMxT","DFLTSUM","DFLTMinT","DFLTMaxT","DFLTPVP","shapewkt"
10261782,2.375,39.208,0,130.489,0,522.805,22.972,31.882,10.055,158.156,0.068,23.873,31.728,-10.055,-0.901,0.154,-0.068,"POLYGON ((39.166665789999939 2.33333309799999, 39.249999122999938 2.33333309799999, 39.249999122999938 2.41666643099999, 39.166665789999939 2.41666643099999, 39.166665789999939 2.33333309799999))"
10262109,3.375,37.375,12.975,123.683,0.105,527.65,23.089,32.088,2.359,165.966,0.012,23.504,31.788,10.616,-0.415,0.3,0.093,"POLYGON ((37.333332463999966 3.3333330939999897, 37.416665796999965 3.3333330939999897, 37.416665796999965 3.41666642699999, 37.333332463999966 3.41666642699999, 37.333332463999966 3.3333330939999897))"
10262118,0.292,38.375,6.4,104.616,0.061,448.36,21.506,28.37,1.299,139.849,0.01,21.495,29.882,5.101,0.011,-1.512,0.052,"POLYGON ((38.333332459999951 0.24999977299998477, 38.41666579299995 0.24999977299998477, 38.41666579299995 0.33333310599998478, 38.333332459999951 0.33333310599998478, 38.333332459999951 0.24999977299998477))"
10262120,3.375,37.292,21.575,123.09,0.175,528.5,23.123,32.111,2.933,166.056,0.016,23.51,31.85,18.642,-0.387,0.261,0.159,"POLYGON ((37.249999130999953 3.3333330939999897, 37.333332463999952 3.3333330939999897, 37.333332463999952 3.41666642699999, 37.249999130999953 3.41666642699999, 37.249999130999953 3.3333330939999897))"
10263452,3.875,36.708,17.275,121.856,0.142,511.005,22.391,31.676,6.461,166.15,0.04,22.472,31.434,10.814,-0.081,0.242,0.102,"POLYGON ((36.666665799999947 3.8333330919999895, 36.749999132999946 3.8333330919999895, 36.749999132999946 3.9166664249999896, 36.666665799999947 3.9166664249999896, 36.666665799999947 3.8333330919999895))"
10267722,0.792,38.375,3.525,110.295,0.032,471.94,22.122,29.34,0.935,146.953,0.007,22.306,30.511,2.59,-0.184,-1.171,0.025,"POLYGON ((38.333332459999951 0.74999977099998461, 38.41666579299995 0.74999977099998461, 38.41666579299995 0.83333310399998461, 38.333332459999951 0.83333310399998461, 38.333332459999951 0.74999977099998461))"
10270237,1.458,37.042,45.525,102.732,0.443,399.295,19.117,27.469,11.532,133.652,0.089,19.5,28.309,33.993,-0.383,-0.84,0.354,"POLYGON ((36.999999131999942 1.4166664349999891, 37.083332464999941 1.4166664349999891, 37.083332464999941 1.499999767999989, 36.999999131999942 1.499999767999989, 36.999999131999942 1.4166664349999891))"
10270796,0.708,37.292,34.1,98.255,0.347,381.49,18.953,26.479,3.237,126.335,0.027,19.155,27.97,30.863,-0.201,-1.491,0.32,"POLYGON ((37.249999130999953 0.66666643799998582, 37.333332463999952 0.66666643799998582, 37.333332463999952 0.74999977099998583, 37.249999130999953 0.74999977099998583, 37.249999130999953 0.66666643799998582))"
10273243,2.875,36.792,45.275,115.374,0.392,503.705,22.347,31.233,11.332,161.783,0.067,22.674,31.395,33.943,-0.327,-0.162,0.326,"POLYGON ((36.74999913299996 2.83333309599999, 36.833332465999959 2.83333309599999, 36.833332465999959 2.91666642899999, 36.74999913299996 2.91666642899999, 36.74999913299996 2.83333309599999))"
10274017,1.792,39.125,0,127.753,0,523.755,23.257,31.66,0.222,158.344,0.002,23.964,31.876,-0.222,-0.706,-0.216,-0.002,"POLYGON ((39.083332456999955 1.7499997669999843, 39.166665789999954 1.7499997669999843, 39.166665789999954 1.8333330999999842, 39.083332456999955 1.8333330999999842, 39.083332456999955 1.7499997669999843))"
10275240,2.458,38.875,0,129.034,0,517.86,22.831,31.693,3.171,157.073,0.022,23.678,31.449,-3.171,-0.847,0.244,-0.022,"POLYGON ((38.833332457999944 2.4166664309999888, 38.916665790999943 2.4166664309999888, 38.916665790999943 2.4999997639999889, 38.833332457999944 2.4999997639999889, 38.833332457999944 2.4166664309999888))"
10278265,2.208,36.875,125.525,106.59,1.178,395.865,18.601,27.79,8.091,137.178,0.06,19.055,28.076,117.434,-0.454,-0.286,1.118,"POLYGON ((36.833332465999945 2.1666664319999853, 36.916665798999944 2.1666664319999853, 36.916665798999944 2.2499997649999854, 36.833332465999945 2.2499997649999854, 36.833332465999945 2.1666664319999853))"
10281714,4.125,36.792,9.725,123.976,0.078,509.3,22.298,31.655,5.573,162.207,0.033,22.322,31.268,4.152,-0.023,0.387,0.045,"POLYGON ((36.74999913299996 4.0833330909999859, 36.833332465999959 4.0833330909999859, 36.833332465999959 4.1666664239999855, 36.74999913299996 4.1666664239999855, 36.74999913299996 4.0833330909999859))"
10282860,3.375,36.875,22.875,120.563,0.19,533.22,23.306,32.242,4.036,165.253,0.026,23.557,32.194,18.839,-0.252,0.048,0.163,"POLYGON ((36.833332465999945 3.3333330939999897, 36.916665798999944 3.3333330939999897, 36.916665798999944 3.41666642699999, 36.833332465999945 3.41666642699999, 36.833332465999945 3.3333330939999897))"
10284118,1.375,39.375,0,127.065,0,524.565,23.432,31.539,0.615,156.524,0.004,23.976,32.026,-0.615,-0.544,-0.487,-0.004,"POLYGON ((39.333332455999965 1.3333331019999903, 39.416665788999964 1.3333331019999903, 39.416665788999964 1.4166664349999902, 39.333332455999965 1.4166664349999902, 39.333332455999965 1.3333331019999903))"
10284194,1.542,37.542,22.05,106.731,0.207,423.6,20,28.24,1.464,138.922,0.012,20.443,28.874,20.586,-0.443,-0.634,0.195,"POLYGON ((37.499999129999964 1.4999997679999879, 37.583332462999962 1.4999997679999879, 37.583332462999962 1.5833331009999878, 37.499999129999964 1.5833331009999878, 37.499999129999964 1.4999997679999879))"
10285410,1.958,38.625,0.35,124.968,0.003,518.37,23.113,31.445,0.997,157.106,0.007,23.786,31.552,-0.647,-0.673,-0.106,-0.004,"POLYGON ((38.583332458999962 1.916666432999989, 38.666665791999961 1.916666432999989, 38.666665791999961 1.9999997659999889, 38.583332458999962 1.9999997659999889, 38.583332458999962 1.916666432999989))"
10286944,2.042,36.708,89.55,105.743,0.847,409.744,19.187,28.099,9.969,134.485,0.07,19.575,28.613,79.581,-0.388,-0.515,0.777,"POLYGON ((36.666665799999947 1.9999997659999877, 36.749999132999946 1.9999997659999877, 36.749999132999946 2.0833330989999879, 36.666665799999947 2.0833330989999879, 36.666665799999947 1.9999997659999877))"
10292579,3.208,38.125,1.6,127.085,0.013,501.35,22.106,31.317,1.878,160.363,0.012,22.798,30.755,-0.278,-0.692,0.562,0.001,"POLYGON ((38.083332460999941 3.166666427999985, 38.16666579399994 3.166666427999985, 38.16666579399994 3.2499997609999851, 38.083332460999941 3.2499997609999851, 38.083332460999941 3.166666427999985))"
10298113,3.375,38.458,0,130.12,0,502.345,22.079,31.411,6.146,153.658,0.043,22.844,30.756,-6.146,-0.765,0.654,-0.043,"POLYGON ((38.416665792999964 3.3333330939999897, 38.499999125999963 3.3333330939999897, 38.499999125999963 3.41666642699999, 38.416665792999964 3.41666642699999, 38.416665792999964 3.3333330939999897))"
10300525,1.375,38.458,0.725,118.48,0.006,505.41,22.992,30.702,0.758,154.707,0.005,23.423,31.349,-0.033,-0.431,-0.647,0.001,"POLYGON ((38.416665792999964 1.3333331019999903, 38.499999125999963 1.3333331019999903, 38.499999125999963 1.4166664349999902, 38.416665792999964 1.4166664349999902, 38.416665792999964 1.3333331019999903))"
10303687,3.625,36.542,21.125,118.476,0.178,490.87,21.679,31.045,3.066,165.283,0.019,21.804,30.954,18.059,-0.124,0.092,0.16,"POLYGON ((36.49999913399995 3.583333092999986, 36.583332466999948 3.583333092999986, 36.583332466999948 3.6666664259999862, 36.49999913399995 3.6666664259999862, 36.49999913399995 3.583333092999986))"
10304061,1.542,36.958,57.75,103.088,0.56,401.445,19.141,27.586,16.683,134.064,0.119,19.526,28.375,41.067,-0.385,-0.789,0.441,"POLYGON ((36.916665798999958 1.4999997679999879, 36.999999131999957 1.4999997679999879, 36.999999131999957 1.5833331009999878, 36.916665798999958 1.5833331009999878, 36.916665798999958 1.4999997679999879))"
10304367,3.208,37.792,7.075,123.918,0.057,489.85,21.671,30.956,0.781,158.776,0.004,22.308,30.468,6.294,-0.637,0.488,0.053,"POLYGON ((37.749999128999946 3.166666427999985, 37.833332461999944 3.166666427999985, 37.833332461999944 3.2499997609999851, 37.749999128999946 3.2499997609999851, 37.749999128999946 3.166666427999985))"
10308013,2.792,37.958,19.75,123.802,0.16,511.11,22.609,31.465,1.434,162.573,0.007,23.264,31.109,18.316,-0.655,0.356,0.153,"POLYGON ((37.916665794999943 2.7499997629999839, 37.999999127999942 2.7499997629999839, 37.999999127999942 2.8333330959999841, 37.916665794999943 2.8333330959999841, 37.916665794999943 2.7499997629999839))"
10308055,1.375,37.542,17.15,105.989,0.162,435.4,20.546,28.481,2.361,139.107,0.018,20.925,29.318,14.789,-0.379,-0.837,0.143,"POLYGON ((37.499999129999964 1.3333331019999903, 37.583332462999962 1.3333331019999903, 37.583332462999962 1.4166664349999902, 37.499999129999964 1.4166664349999902, 37.499999129999964 1.3333331019999903))"
10308186,2.125,38.708,0,126.388,0,516.25,22.936,31.481,0.364,157.509,0.003,23.677,31.447,-0.364,-0.741,0.034,-0.003,"POLYGON ((38.666665791999947 2.0833330989999865, 38.749999124999945 2.0833330989999865, 38.749999124999945 2.1666664319999867, 38.666665791999947 2.1666664319999867, 38.666665791999947 2.0833330989999865))"
10308808,1.958,36.792,71.975,103.255,0.697,356.855,17.269,26.522,12.136,131.756,0.087,17.71,26.942,59.839,-0.441,-0.42,0.61,"POLYGON ((36.74999913299996 1.916666432999989, 36.833332465999959 1.916666432999989, 36.833332465999959 1.9999997659999889, 36.74999913299996 1.9999997659999889, 36.74999913299996 1.916666432999989))"
10313042,0.292,39.625,0,121.703,0,528.225,24.135,31.058,1.138,153.183,0.009,23.969,32.063,-1.138,0.166,-1.005,-0.009,"POLYGON ((39.583332454999947 0.24999977299998477, 39.666665787999946 0.24999977299998477, 39.666665787999946 0.33333310599998478, 39.583332454999947 0.33333310599998478, 39.583332454999947 0.24999977299998477))"
10313388,1.625,36.458,114.9,103.978,1.105,428.655,20.106,28.471,25.738,135.434,0.181,20.32,29.338,89.162,-0.214,-0.867,0.924,"POLYGON ((36.416665800999965 1.5833331009999867, 36.499999133999964 1.5833331009999867, 36.499999133999964 1.6666664339999866, 36.416665800999965 1.6666664339999866, 36.416665800999965 1.5833331009999867))"
10314401,3.542,38.208,0.1,128.577,0.001,484.535,21.404,30.899,3.623,156.984,0.025,22.089,30.203,-3.523,-0.686,0.696,-0.024,"POLYGON ((38.166665793999954 3.4999997599999872, 38.249999126999953 3.4999997599999872, 38.249999126999953 3.5833330929999874, 38.166665793999954 3.5833330929999874, 38.166665793999954 3.4999997599999872))"
10316142,1.542,36.792,82.9,100.04,0.829,333.845,16.639,25.617,17.436,126.943,0.133,17.026,26.317,65.464,-0.386,-0.7,0.696,"POLYGON ((36.74999913299996 1.4999997679999879, 36.833332465999959 1.4999997679999879, 36.833332465999959 1.5833331009999878, 36.74999913299996 1.5833331009999878, 36.74999913299996 1.4999997679999879))"
10316199,2.625,38.792,0,128.995,0,512.165,22.582,31.563,7.717,156.529,0.053,23.436,31.211,-7.717,-0.855,0.352,-0.053,"POLYGON ((38.74999912499996 2.5833330969999864, 38.833332457999958 2.5833330969999864, 38.833332457999958 2.6666664299999865, 38.74999912499996 2.6666664299999865, 38.74999912499996 2.5833330969999864))"
10319457,0.292,38.208,6.05,102.148,0.059,427.005,20.771,27.696,2.102,135.854,0.016,20.784,29.272,3.948,-0.013,-1.577,0.043,"POLYGON ((38.166665793999954 0.24999977299998477, 38.249999126999953 0.24999977299998477, 38.249999126999953 0.33333310599998478, 38.166665793999954 0.33333310599998478, 38.166665793999954 0.24999977299998477))"
10323418,2.625,37.208,36.7,116.317,0.316,511.48,22.732,31.366,5.418,158.578,0.035,23.178,31.441,31.282,-0.445,-0.075,0.281,"POLYGON ((37.16666579799994 2.5833330969999864, 37.249999130999939 2.5833330969999864, 37.249999130999939 2.6666664299999865, 37.16666579799994 2.6666664299999865, 37.16666579799994 2.5833330969999864))"
10324328,1.042,39.458,0,126.113,0,532.46,23.9,31.597,1.954,156.62,0.014,24.234,32.293,-1.954,-0.334,-0.695,-0.014,"POLYGON ((39.41666578899995 0.99999976999998808, 39.499999121999949 0.99999976999998808, 39.499999121999949 1.083333102999988, 39.41666578899995 1.083333102999988, 39.41666578899995 0.99999976999998808))"
10328152,1.375,39.292,0,126.833,0,528.065,23.587,31.617,0.615,156.73,0.004,24.113,32.121,-0.615,-0.526,-0.504,-0.004,"POLYGON ((39.249999122999952 1.3333331019999903, 39.333332455999951 1.3333331019999903, 39.333332455999951 1.4166664349999902, 39.249999122999952 1.4166664349999902, 39.249999122999952 1.3333331019999903))"
10328857,0.125,39.625,0.45,120.144,0.004,522.155,23.995,30.785,2.558,151.926,0.02,23.729,31.839,-2.108,0.267,-1.054,-0.016,"POLYGON ((39.583332454999947 0.0833331069999872, 39.666665787999946 0.0833331069999872, 39.666665787999946 0.16666643999998718, 39.583332454999947 0.16666643999998718, 39.583332454999947 0.0833331069999872))"
10329533,1.042,38.208,2.05,110.393,0.019,462.63,21.665,29.177,2.007,144.552,0.015,21.968,30.167,0.043,-0.302,-0.991,0.003,"POLYGON ((38.166665793999954 0.99999976999998808, 38.249999126999953 0.99999976999998808, 38.249999126999953 1.083333102999988, 38.166665793999954 1.083333102999988, 38.166665793999954 0.99999976999998808))"
10331263,2.458,39.875,0,132.628,0,520.05,22.733,31.937,6.132,157.32,0.04,23.777,31.869,-6.132,-1.045,0.068,-0.04,"POLYGON ((39.833332453999958 2.4166664309999888, 39.916665786999957 2.4166664309999888, 39.916665786999957 2.4999997639999889, 39.833332453999958 2.4999997639999889, 39.833332453999958 2.4166664309999888))"
10333042,0.375,38.792,1.7,111.312,0.015,476.1,22.382,29.358,0.587,145.374,0.005,22.334,30.616,1.113,0.049,-1.258,0.011,"POLYGON ((38.74999912499996 0.33333310599999066, 38.833332457999958 0.33333310599999066, 38.833332457999958 0.41666643899999067, 38.74999912499996 0.41666643899999067, 38.74999912499996 0.33333310599999066))"
10490260,3.042,39.042,1.625,131.276,0.012,502.525,22.079,31.422,8.054,140.298,0.055,22.982,30.865,-6.429,-0.903,0.558,-0.042,"POLYGON ((38.999999123999942 2.9999997619999874, 39.083332456999941 2.9999997619999874, 39.083332456999941 3.0833330949999875, 38.999999123999942 3.0833330949999875, 38.999999123999942 2.9999997619999874))"
10490378,0.208,38.875,1.375,111.152,0.012,485.045,22.776,29.56,1.453,132.2,0.011,22.602,30.804,-0.078,0.174,-1.245,0.001,"POLYGON ((38.833332457999944 0.16666643999998598, 38.916665790999943 0.16666643999998598, 38.916665790999943 0.24999977299998596, 38.833332457999944 0.24999977299998596, 38.833332457999944 0.16666643999998598))"
10490436,2.708,39.792,1.2,132.474,0.009,505.795,22.17,31.55,10.211,140.926,0.069,23.201,31.31,-9.011,-1.031,0.24,-0.059,"POLYGON ((39.749999120999945 2.6666664299999852, 39.833332453999944 2.6666664299999852, 39.833332453999944 2.7499997629999853, 39.749999120999945 2.7499997629999853, 39.749999120999945 2.6666664299999852))"
10490720,3.042,39.792,1.375,133.127,0.01,496.758,21.798,31.3,7.196,139.313,0.05,22.857,30.982,-5.821,-1.059,0.317,-0.04,"POLYGON ((39.749999120999945 2.9999997619999874, 39.833332453999944 2.9999997619999874, 39.833332453999944 3.0833330949999875, 39.749999120999945 3.0833330949999875, 39.749999120999945 2.9999997619999874))"
10490877,2.625,39.792,0.15,132.823,0.001,517.05,22.597,31.873,10.619,141.779,0.071,23.6,31.66,-10.469,-1.003,0.213,-0.07,"POLYGON ((39.749999120999945 2.5833330969999864, 39.833332453999944 2.5833330969999864, 39.833332453999944 2.6666664299999865, 39.749999120999945 2.6666664299999865, 39.749999120999945 2.5833330969999864))"
10491004,3.375,39.792,4.075,132.349,0.031,463.372,20.516,30.343,5.124,137.075,0.035,21.604,29.897,-1.049,-1.087,0.446,-0.004,"POLYGON ((39.749999120999945 3.3333330939999897, 39.833332453999944 3.3333330939999897, 39.833332453999944 3.41666642699999, 39.749999120999945 3.41666642699999, 39.749999120999945 3.3333330939999897))"
10177227,2.708,37.125,36.725,116.343,0.316,510.136,22.604,31.389,5.487,158.253,0.036,23.11,31.465,31.238,-0.506,-0.076,0.28,"POLYGON ((37.083332464999955 2.6666664299999852, 37.166665797999954 2.6666664299999852, 37.166665797999954 2.7499997629999853, 37.083332464999955 2.7499997629999853, 37.083332464999955 2.6666664299999852))"
10177243,3.458,38.542,0.125,130.859,0.001,500.46,21.988,31.376,7.537,153.406,0.053,22.767,30.693,-7.412,-0.779,0.683,-0.052,"POLYGON ((38.499999125999949 3.4166664269999885, 38.583332458999948 3.4166664269999885, 38.583332458999948 3.4999997599999886, 38.499999125999949 3.4999997599999886, 38.499999125999949 3.4166664269999885))"
10178254,2.125,39.875,0,132.266,0,533.05,23.3,32.237,3.13,159.903,0.02,24.261,32.339,-3.13,-0.961,-0.102,-0.02,"POLYGON ((39.833332453999958 2.0833330989999865, 39.916665786999957 2.0833330989999865, 39.916665786999957 2.1666664319999867, 39.833332453999958 2.1666664319999867, 39.833332453999958 2.0833330989999865))"
10182553,1.708,38.375,3,120.359,0.025,507.415,22.896,30.932,0.529,156.535,0.004,23.447,31.279,2.471,-0.552,-0.347,0.021,"POLYGON ((38.333332459999951 1.6666664339999855, 38.41666579299995 1.6666664339999855, 38.41666579299995 1.7499997669999854, 38.333332459999951 1.7499997669999854, 38.333332459999951 1.6666664339999855))"
10183470,1.375,36.958,70.475,101.629,0.693,387.983,18.723,27.119,22.09,132.034,0.168,19.128,28.035,48.385,-0.405,-0.916,0.526,"POLYGON ((36.916665798999958 1.3333331019999903, 36.999999131999957 1.3333331019999903, 36.999999131999957 1.4166664349999902, 36.916665798999958 1.4166664349999902, 36.916665798999958 1.3333331019999903))"
10185949,3.208,37.208,32.7,121.162,0.27,525.87,23.069,31.989,3.269,165.798,0.02,23.461,31.826,29.431,-0.392,0.163,0.25,"POLYGON ((37.16666579799994 3.166666427999985, 37.249999130999939 3.166666427999985, 37.249999130999939 3.2499997609999851, 37.16666579799994 3.2499997609999851, 37.16666579799994 3.166666427999985))"
10188905,1.958,37.292,40.15,109.634,0.366,458.325,21.067,29.488,2.787,149.94,0.013,21.522,29.887,37.363,-0.455,-0.399,0.353,"POLYGON ((37.249999130999953 1.916666432999989, 37.333332463999952 1.916666432999989, 37.333332463999952 1.9999997659999889, 37.249999130999953 1.9999997659999889, 37.249999130999953 1.916666432999989))"
10188945,4.125,36.292,20.125,124.302,0.162,561.93,24.307,33.178,12.403,172.669,0.073,24.08,33.033,7.722,0.227,0.145,0.089,"POLYGON ((36.249999134999939 4.0833330909999859, 36.333332467999938 4.0833330909999859, 36.333332467999938 4.1666664239999855, 36.249999134999939 4.1666664239999855, 36.249999134999939 4.0833330909999859))"
10189060,2.042,37.542,18.3,113.608,0.161,491.11,22.233,30.508,1.979,156.425,0.013,22.727,30.77,16.321,-0.494,-0.263,0.148,"POLYGON ((37.499999129999964 1.9999997659999877, 37.583332462999962 1.9999997659999877, 37.583332462999962 2.0833330989999879, 37.499999129999964 2.0833330989999879, 37.499999129999964 1.9999997659999877))"
10189061,2.042,37.625,13.05,114.312,0.114,490.635,22.209,30.5,1.914,157.135,0.013,22.724,30.723,11.136,-0.515,-0.223,0.101,"POLYGON ((37.583332462999948 1.9999997659999877, 37.666665795999947 1.9999997659999877, 37.666665795999947 2.0833330989999879, 37.583332462999948 2.0833330989999879, 37.583332462999948 1.9999997659999877))"
